,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Amount_Total,Total_Purchases,Children,Family_Size,Total_AcceptedCmp,Days_Active
174,Graduation,Single,52074.0,77,59,0,12.0,0,0,48,1,2.0,2.0,2,4,1,0,0,0,0,0,0,47.0,119,7.0,1,2,1,170
175,PhD,In Relationship,80427.0,56,1149,71,449.0,69,71,26,1,11.0,8.0,8,5,0,0,0,0,0,0,0,39.0,1766,28.0,1,3,0,672
176,PhD,In Relationship,83837.0,79,847,66,119.0,86,89,111,1,9.0,10.0,5,4,0,1,0,1,0,0,1,66.0,1232,25.0,0,2,3,642
177,PhD,In Relationship,38853.0,90,29,0,14.0,0,0,2,2,2.0,0.0,3,7,0,0,0,0,0,0,0,44.0,45,7.0,2,4,0,108
178,Graduation,In Relationship,38285.0,96,2,0,5.0,2,0,1,1,0.0,0.0,3,2,0,0,0,0,0,0,0,55.0,8,4.0,3,5,0,70
179,2n Cycle,In Relationship,78497.0,44,207,26,447.0,75,0,223,1,5.0,7.0,12,2,0,0,0,1,0,0,0,63.0,903,25.0,0,2,1,650
180,PhD,In Relationship,51650.0,81,152,3,22.0,2,5,7,1,4.0,1.0,4,5,0,0,0,0,0,0,0,38.0,189,10.0,1,3,0,-49
181,2n Cycle,In Relationship,16248.0,77,12,11,10.0,3,12,9,3,2.0,1.0,3,6,0,0,0,0,0,0,0,26.0,54,9.0,1,3,0,-14
182,Master,In Relationship,66835.0,21,620,26,195.0,34,17,141,1,6.0,4.0,13,2,0,0,0,0,0,0,0,68.0,999,24.0,0,2,0,414
183,Master,In Relationship,30477.0,16,47,1,6.0,0,0,12,1,1.0,1.0,3,6,0,0,0,0,0,0,0,30.0,66,6.0,1,3,0,303
184,Basic,In Relationship,28249.0,80,1,9,7.0,2,14,10,1,2.0,0.0,3,6,0,0,0,0,0,0,0,53.0,41,6.0,0,2,0,95
185,Graduation,In Relationship,25271.0,45,10,1,18.0,10,4,7,1,1.0,1.0,2,9,0,0,0,0,0,0,0,31.0,40,5.0,1,3,0,894
186,PhD,Single,32303.0,63,35,0,2.0,0,0,2,2,1.0,0.0,4,5,0,0,0,0,0,0,0,44.0,39,7.0,1,2,0,63
187,Graduation,In Relationship,61286.0,34,356,0,107.0,19,9,117,2,7.0,1.0,8,5,0,0,0,0,0,0,0,48.0,589,18.0,1,3,0,633
188,Graduation,In Relationship,74068.0,14,783,30,537.0,140,76,15,1,4.0,10.0,9,2,0,0,0,0,0,0,0,38.0,1441,24.0,0,2,0,614
189,PhD,In Relationship,45759.0,13,42,1,18.0,3,0,4,2,2.0,0.0,3,7,0,0,0,0,0,0,0,50.0,65,7.0,2,4,0,639
190,Basic,In Relationship,24882.0,52,1,4,10.0,29,0,36,1,1.0,1.0,2,6,1,0,0,0,0,0,0,36.0,51,5.0,1,3,1,767
191,PhD,In Relationship,66973.0,98,466,22,432.0,147,113,102,1,8.0,7.0,12,3,0,0,0,0,0,0,0,25.0,1135,28.0,0,2,0,471
193,Graduation,In Relationship,38872.0,93,23,3,21.0,3,19,22,2,3.0,0.0,3,8,0,0,0,0,0,0,0,26.0,88,8.0,1,3,0,463
194,Graduation,In Relationship,51148.0,38,235,6,45.0,8,9,12,4,5.0,1.0,6,6,0,0,0,0,0,0,0,41.0,307,16.0,2,4,0,619
195,Graduation,In Relationship,31353.0,24,10,0,10.0,3,1,7,2,1.0,1.0,2,8,0,0,0,0,0,0,0,37.0,28,6.0,2,4,0,319
196,Master,In Relationship,69661.0,80,656,16,106.0,32,16,8,1,7.0,3.0,12,3,0,0,0,0,0,0,0,34.0,802,23.0,0,2,0,128
197,Graduation,In Relationship,80067.0,82,519,17,813.0,27,173,51,1,4.0,6.0,6,2,0,0,1,0,0,0,0,60.0,1573,17.0,0,2,1,362
198,Graduation,In Relationship,86718.0,20,344,189,482.0,50,33,172,1,5.0,6.0,5,2,0,0,0,0,0,0,0,60.0,1220,17.0,0,2,0,669
199,PhD,Single,46854.0,81,96,1,79.0,7,1,79,6,5.0,1.0,3,8,1,0,0,0,0,0,1,41.0,256,15.0,2,3,2,170
200,Graduation,Single,69142.0,50,448,4,34.0,6,4,39,3,8.0,1.0,7,5,0,1,0,0,0,0,0,62.0,529,19.0,1,2,1,111
201,Graduation,Single,75922.0,60,265,138,553.0,224,23,92,1,4.0,4.0,9,1,0,0,0,0,0,0,0,46.0,1071,18.0,0,1,0,391
202,Graduation,Single,63693.0,63,587,43,337.0,42,87,54,3,11.0,6.0,9,6,0,0,0,0,0,0,0,36.0,1108,29.0,1,2,0,356
203,PhD,In Relationship,102160.0,54,763,29,138.0,76,176,58,0,7.0,9.0,10,4,0,1,1,1,0,0,1,37.0,1164,26.0,0,2,4,976
204,PhD,Single,40637.0,72,22,0,13.0,0,0,3,2,1.0,0.0,3,7,0,0,0,0,0,0,0,49.0,38,6.0,2,3,0,436
205,Master,Single,18890.0,5,6,4,1.0,7,2,15,1,0.0,1.0,2,6,1,0,0,0,0,0,1,30.0,28,4.0,0,1,2,782
206,Graduation,In Relationship,29604.0,88,7,6,13.0,7,6,14,1,1.0,0.0,3,9,1,0,0,0,0,0,0,26.0,46,5.0,1,3,1,394
207,Master,Single,48721.0,50,81,18,113.0,47,13,21,6,4.0,2.0,5,6,0,0,0,0,0,0,0,51.0,246,17.0,2,3,0,523
208,Graduation,In Relationship,44794.0,99,54,0,7.0,0,0,4,1,2.0,0.0,3,6,0,0,0,0,0,0,0,48.0,65,6.0,1,3,0,24
209,Graduation,Single,64497.0,17,1170,48,320.0,42,32,192,5,11.0,4.0,9,8,1,0,0,0,0,0,1,60.0,1762,29.0,1,2,2,772
210,Graduation,In Relationship,46097.0,11,72,24,68.0,65,4,8,5,3.0,1.0,6,4,0,0,0,0,0,0,0,58.0,176,15.0,1,3,0,605
211,Graduation,In Relationship,77972.0,18,613,22,319.0,33,102,12,1,4.0,6.0,9,1,0,0,0,0,0,0,0,60.0,1068,20.0,0,2,0,246
212,PhD,In Relationship,44377.0,70,224,0,30.0,0,0,10,8,5.0,1.0,5,8,0,0,0,0,0,0,0,46.0,264,19.0,2,4,0,871
213,Master,In Relationship,46014.0,21,410,0,59.0,19,9,44,10,7.0,1.0,8,7,0,0,0,0,0,0,0,40.0,522,26.0,2,4,0,664
214,Graduation,In Relationship,70951.0,66,239,10,554.0,254,87,54,1,3.0,4.0,9,1,0,0,0,0,0,0,0,29.0,944,17.0,0,2,0,545
215,Graduation,In Relationship,41443.0,79,171,7,171.0,25,19,89,6,8.0,1.0,5,8,0,0,0,0,0,0,0,37.0,457,20.0,1,3,0,258
216,2n Cycle,Single,52195.0,2,12,0,4.0,0,0,1,1,1.0,0.0,2,8,0,0,0,0,0,0,0,36.0,17,4.0,3,4,0,0
217,Master,In Relationship,83790.0,81,1076,16,417.0,42,48,16,1,8.0,10.0,6,3,0,1,1,0,0,0,0,66.0,1573,25.0,0,2,2,306
218,Master,Single,44551.0,24,182,4,33.0,0,0,66,2,4.0,1.0,5,7,0,0,0,0,0,0,0,60.0,285,12.0,1,2,0,439
219,Graduation,In Relationship,69508.0,48,824,32,162.0,42,32,43,2,11.0,4.0,11,6,0,0,0,0,0,0,0,34.0,1093,28.0,1,3,0,705
220,2n Cycle,In Relationship,45204.0,93,30,11,25.0,29,1,18,1,1.0,1.0,4,3,0,0,0,0,0,0,0,26.0,85,7.0,1,3,0,-60
221,Graduation,In Relationship,72460.0,56,377,10,540.0,80,30,10,1,3.0,5.0,7,1,0,0,0,0,0,0,0,45.0,967,16.0,0,2,0,332
222,PhD,In Relationship,77622.0,3,520,7,154.0,19,0,14,2,6.0,3.0,11,3,0,0,0,0,0,0,0,44.0,695,22.0,2,4,0,234
223,PhD,In Relationship,30732.0,44,155,1,25.0,0,1,3,4,4.0,1.0,4,8,0,0,0,0,0,0,0,34.0,185,13.0,1,3,0,541
224,Graduation,Single,63887.0,38,897,23,207.0,15,11,92,5,9.0,6.0,12,6,0,0,0,0,0,0,0,52.0,1230,32.0,1,2,0,812
225,Graduation,In Relationship,42011.0,46,131,0,16.0,2,1,39,4,3.0,1.0,4,8,0,0,0,0,0,0,0,36.0,187,12.0,1,3,0,575
226,Graduation,In Relationship,51369.0,84,297,7,79.0,0,11,182,2,8.0,2.0,4,8,0,0,0,0,0,0,0,38.0,576,16.0,1,3,0,689
227,Graduation,Single,51537.0,27,787,20,204.0,0,0,92,3,2.0,2.0,11,8,0,0,0,0,0,0,0,62.0,1103,18.0,1,2,0,789
228,PhD,In Relationship,79930.0,72,792,86,740.0,67,51,17,1,3.0,5.0,8,2,0,0,0,0,0,0,0,42.0,1686,17.0,0,2,0,779
229,PhD,In Relationship,34320.0,66,4,1,9.0,3,0,0,1,1.0,0.0,2,8,0,0,0,0,0,0,0,28.0,14,4.0,1,3,0,228
230,Graduation,Single,37070.0,30,231,7,137.0,4,15,39,9,5.0,1.0,8,7,0,0,0,0,0,0,1,48.0,429,23.0,2,3,1,597
231,2n Cycle,Single,81975.0,2,983,76,184.0,180,138,27,1,6.0,3.0,4,7,0,0,1,0,0,0,0,52.0,1408,14.0,1,2,1,583
232,Graduation,In Relationship,38590.0,65,3,1,8.0,4,3,3,1,1.0,0.0,2,8,0,0,0,0,0,0,0,43.0,18,4.0,1,3,0,506
233,Graduation,Single,15033.0,37,0,4,5.0,6,0,4,1,1.0,0.0,3,3,0,0,0,0,0,0,0,63.0,13,5.0,0,1,0,198
234,PhD,In Relationship,62745.0,89,562,21,464.0,28,10,32,3,7.0,8.0,11,5,0,0,0,0,0,0,0,49.0,1089,29.0,1,3,0,535
235,2n Cycle,In Relationship,22212.0,49,5,9,20.0,6,8,21,2,2.0,0.0,4,6,0,0,0,0,0,0,0,39.0,63,8.0,1,3,0,402
236,Master,In Relationship,23661.0,46,18,0,4.0,0,0,1,1,1.0,0.0,3,7,0,0,0,0,0,0,0,32.0,23,5.0,1,3,0,558
237,PhD,Single,79761.0,32,415,5,124.0,15,35,11,1,5.0,2.0,11,3,0,0,0,0,0,0,0,56.0,590,19.0,1,2,0,574
238,Graduation,Single,7500.0,54,5,3,10.0,12,7,20,4,3.0,1.0,3,7,0,0,0,0,0,0,0,41.0,45,11.0,1,2,0,292
240,Graduation,Single,73455.0,98,901,61,757.0,186,163,20,1,6.0,5.0,10,3,0,1,0,0,0,0,0,46.0,1902,22.0,0,1,1,307
241,Graduation,In Relationship,64961.0,97,382,114,276.0,75,124,38,2,6.0,4.0,4,3,0,0,0,0,0,0,0,56.0,934,16.0,1,3,0,617
242,Graduation,Single,22804.0,75,14,1,7.0,2,1,1,1,2.0,0.0,2,9,0,0,0,0,0,0,0,43.0,24,5.0,1,2,0,419
243,Graduation,In Relationship,73687.0,8,559,153,503.0,218,13,181,1,3.0,9.0,9,2,0,0,0,1,0,0,1,24.0,1409,22.0,0,2,2,366
244,Graduation,In Relationship,61074.0,37,789,0,133.0,0,28,152,7,11.0,5.0,8,7,0,0,0,0,0,0,0,56.0,1102,31.0,1,3,0,805
245,PhD,In Relationship,31686.0,31,11,0,5.0,0,0,1,2,1.0,0.0,3,6,0,0,0,0,0,0,0,50.0,17,6.0,2,4,0,184
246,Graduation,In Relationship,80134.0,40,1218,16,272.0,104,0,80,2,5.0,3.0,6,6,0,1,1,1,0,0,1,42.0,1586,16.0,1,3,4,526
247,Graduation,In Relationship,75027.0,74,925,64,179.0,133,12,77,2,9.0,4.0,6,5,0,0,0,0,0,0,0,61.0,1257,21.0,1,3,0,388
248,PhD,In Relationship,67546.0,90,864,134,768.0,150,38,172,1,4.0,10.0,5,3,0,0,0,0,0,0,0,26.0,1976,20.0,0,2,0,738
249,Master,In Relationship,65176.0,57,960,28,183.0,220,70,70,4,9.0,6.0,6,6,0,0,0,0,0,0,0,45.0,1311,25.0,1,3,0,712
250,Master,Single,31160.0,59,16,3,25.0,6,1,13,2,2.0,0.0,3,8,0,0,0,0,0,0,0,39.0,58,7.0,1,2,0,388
251,Graduation,Single,29938.0,52,3,3,7.0,0,2,11,2,1.0,0.0,3,6,0,0,0,0,0,0,0,29.0,26,6.0,1,2,0,354
252,Graduation,Single,102692.0,5,168,148,444.0,32,172,148,1,6.0,9.0,13,2,0,1,1,1,1,0,1,40.0,1080,29.0,0,1,5,577
253,2n Cycle,In Relationship,26490.0,92,45,47,52.0,21,20,25,2,3.0,1.0,5,6,0,0,0,0,0,0,0,56.0,189,11.0,0,2,0,714
254,Graduation,In Relationship,75702.0,77,650,28,353.0,45,42,30,5,4.0,6.0,11,8,0,0,0,0,0,0,0,47.0,1103,26.0,2,4,0,753
255,PhD,Single,30899.0,35,24,0,8.0,0,0,1,2,1.0,0.0,3,6,0,0,0,0,0,0,0,40.0,33,6.0,1,2,0,750
256,PhD,In Relationship,63342.0,48,918,21,118.0,13,10,21,3,8.0,3.0,5,6,0,1,0,0,0,0,0,53.0,1088,19.0,1,3,1,734
257,Graduation,Single,45989.0,97,138,33,87.0,28,24,12,4,3.0,2.0,7,3,0,0,0,0,0,0,0,50.0,294,16.0,1,2,0,679
258,Graduation,Single,18701.0,95,12,4,2.0,10,6,10,4,2.0,0.0,4,5,0,0,0,0,0,0,0,50.0,34,10.0,2,3,0,515
259,PhD,Single,40737.0,24,11,0,4.0,0,0,2,1,1.0,0.0,2,8,0,0,0,0,0,0,0,57.0,17,4.0,3,4,0,458
260,Graduation,Single,15287.0,60,1,2,8.0,4,3,13,2,1.0,1.0,2,7,1,0,0,0,0,0,1,35.0,27,6.0,1,2,2,728
261,PhD,Single,69674.0,46,554,41,215.0,11,0,24,3,10.0,2.0,10,5,0,0,0,0,0,0,0,46.0,834,25.0,2,3,0,518
262,Master,In Relationship,44159.0,85,167,2,62.0,24,13,7,4,4.0,1.0,6,5,0,0,0,0,0,0,0,44.0,251,15.0,1,3,0,88
263,PhD,In Relationship,37717.0,31,9,0,6.0,4,1,5,1,1.0,0.0,2,9,0,0,0,0,0,0,0,36.0,21,4.0,1,3,0,713
264,Master,In Relationship,43776.0,9,177,2,71.0,3,2,20,6,5.0,2.0,4,8,0,0,0,0,0,0,1,62.0,272,17.0,2,4,1,636
265,Master,In Relationship,38179.0,30,38,4,22.0,4,2,20,4,3.0,1.0,3,7,0,0,0,0,0,0,0,48.0,86,11.0,2,4,0,603
266,Graduation,In Relationship,80124.0,47,483,84,398.0,205,84,241,1,3.0,7.0,8,1,1,0,0,0,0,0,0,51.0,1290,19.0,0,2,1,117
267,PhD,In Relationship,38097.0,70,77,2,35.0,0,1,69,4,3.0,2.0,2,7,1,0,0,0,0,0,1,44.0,184,11.0,2,4,2,713
268,Graduation,In Relationship,72940.0,13,182,74,298.0,162,149,116,1,3.0,3.0,6,1,0,0,0,0,0,0,0,44.0,819,13.0,0,2,0,523
269,Graduation,In Relationship,22070.0,11,10,7,19.0,8,2,21,2,2.0,2.0,2,6,0,0,0,0,0,0,0,44.0,59,8.0,1,3,0,595
270,Graduation,Single,69267.0,31,778,44,499.0,95,73,146,2,3.0,4.0,5,7,0,0,0,0,0,0,1,61.0,1540,14.0,0,1,1,775
271,Master,Single,31788.0,15,16,7,23.0,0,8,6,3,3.0,0.0,4,5,0,0,0,0,0,1,0,31.0,60,10.0,1,2,0,247
272,PhD,In Relationship,61905.0,2,167,0,43.0,6,2,13,2,4.0,2.0,4,5,0,0,0,0,0,0,0,39.0,225,12.0,1,3,0,247
273,Graduation,In Relationship,29315.0,55,13,2,14.0,8,7,4,4,2.0,0.0,4,6,0,0,0,0,0,0,0,54.0,40,10.0,2,4,0,131
274,Graduation,Single,33378.0,38,33,6,40.0,3,7,10,3,2.0,0.0,4,7,0,0,0,0,0,0,0,51.0,96,9.0,2,3,0,515
275,PhD,In Relationship,66313.0,86,625,7,99.0,10,22,7,2,6.0,3.0,12,4,0,0,0,0,0,0,0,51.0,760,23.0,1,3,0,361
276,Graduation,Single,60714.0,56,216,162,224.0,101,92,162,2,7.0,4.0,10,5,0,0,0,0,0,0,1,58.0,856,23.0,0,1,1,633
277,Master,In Relationship,77882.0,29,68,129,396.0,188,22,15,1,3.0,3.0,5,1,0,0,0,0,0,0,0,33.0,630,12.0,0,2,0,192
278,PhD,Single,69867.0,30,196,0,512.0,33,130,54,1,3.0,5.0,8,1,0,0,0,1,0,0,1,28.0,892,17.0,0,1,2,641
279,Master,Single,63841.0,64,635,15,100.0,20,7,131,1,9.0,3.0,9,6,0,0,0,0,0,0,0,46.0,888,22.0,1,2,0,531
280,Basic,In Relationship,24480.0,46,4,19,9.0,28,25,17,3,3.0,0.0,4,7,0,0,0,0,0,0,0,33.0,74,10.0,1,3,0,354
281,Graduation,In Relationship,51369.0,84,297,7,79.0,0,11,182,2,8.0,2.0,4,8,0,0,0,0,0,0,0,38.0,576,16.0,1,3,0,689
282,Graduation,In Relationship,37760.0,20,84,5,38.0,150,12,28,2,4.0,1.0,6,7,0,0,0,0,0,0,0,68.0,167,13.0,0,2,0,808
283,PhD,In Relationship,65640.0,74,204,7,149.0,20,15,66,1,5.0,1.0,8,2,0,0,0,0,0,0,0,40.0,441,15.0,1,3,0,264
284,Master,In Relationship,44319.0,18,26,0,8.0,0,0,3,2,2.0,0.0,3,5,0,0,0,0,0,0,0,39.0,37,7.0,2,4,0,216
285,Graduation,In Relationship,30631.0,75,15,6,20.0,4,5,20,1,3.0,1.0,2,7,0,0,0,0,0,0,0,40.0,66,7.0,1,3,0,290
286,Graduation,In Relationship,75278.0,17,304,98,230.0,150,74,74,1,6.0,3.0,13,3,0,0,0,0,0,0,0,62.0,780,23.0,0,2,0,660
287,Master,In Relationship,50898.0,88,285,28,242.0,55,114,135,13,6.0,2.0,12,5,0,0,0,0,0,0,0,58.0,804,33.0,2,4,0,405
288,Graduation,Single,79946.0,19,395,183,565.0,166,141,28,1,5.0,11.0,5,3,0,0,0,0,0,0,0,48.0,1312,22.0,0,1,0,-17
289,Master,Single,35416.0,62,248,3,81.0,4,3,51,3,7.0,1.0,5,8,0,0,0,0,0,0,0,65.0,386,16.0,0,1,0,480
290,2n Cycle,In Relationship,32414.0,11,20,6,5.0,0,9,12,1,1.0,0.0,3,7,1,0,0,0,0,0,0,30.0,52,5.0,0,2,1,598
291,Graduation,In Relationship,38361.0,74,39,0,56.0,20,8,14,3,3.0,1.0,3,7,0,0,0,0,0,0,0,45.0,117,10.0,1,3,0,271
292,Graduation,In Relationship,82497.0,32,777,129,573.0,216,21,203,1,2.0,7.0,9,4,0,0,1,0,0,0,0,34.0,1703,19.0,0,2,1,735
293,Graduation,In Relationship,16626.0,76,8,3,22.0,21,1,13,3,3.0,0.0,3,9,0,0,0,0,0,0,0,43.0,47,9.0,2,4,0,250
294,Graduation,In Relationship,29672.0,6,9,1,3.0,0,4,8,1,0.0,0.0,3,6,0,0,0,0,0,0,0,49.0,25,4.0,2,4,0,363
295,Master,In Relationship,55951.0,62,1241,0,80.0,0,13,40,3,3.0,6.0,11,8,0,1,0,0,1,0,0,62.0,1374,23.0,1,3,2,774
296,2n Cycle,Single,35388.0,20,6,4,7.0,4,3,8,1,1.0,0.0,3,7,0,0,0,0,0,0,0,26.0,28,5.0,1,2,0,502
297,Master,In Relationship,42386.0,43,65,4,16.0,0,4,11,1,3.0,0.0,3,8,0,0,0,0,0,0,0,28.0,100,7.0,1,3,0,650
298,Graduation,Single,68627.0,45,395,15,263.0,60,54,38,1,2.0,3.0,6,1,0,0,0,0,0,0,0,32.0,765,12.0,0,1,0,326
299,PhD,Single,57912.0,34,801,0,80.0,0,0,35,5,8.0,3.0,12,5,0,1,0,0,0,0,0,49.0,916,28.0,1,2,1,231
300,Graduation,Single,35246.0,53,36,0,12.0,2,2,10,4,3.0,1.0,3,5,0,0,0,0,0,0,0,56.0,60,11.0,2,3,0,182
301,2n Cycle,In Relationship,58821.0,44,513,14,154.0,19,0,28,1,9.0,2.0,9,6,0,0,0,0,0,0,0,58.0,709,21.0,1,3,0,318
302,PhD,In Relationship,46377.0,89,37,0,46.0,4,3,0,1,2.0,1.0,3,4,0,0,0,0,0,0,0,36.0,86,7.0,1,3,0,249
303,Graduation,Single,39747.0,43,80,15,93.0,20,13,52,3,5.0,1.0,4,8,0,0,0,0,0,0,0,26.0,253,13.0,1,2,0,195
304,Graduation,In Relationship,23976.0,68,14,1,21.0,2,3,25,3,3.0,1.0,3,7,0,0,0,0,0,0,0,30.0,64,10.0,1,3,0,277
305,Master,In Relationship,80950.0,44,525,147,112.0,219,147,63,1,6.0,7.0,9,2,0,0,0,1,0,0,0,53.0,994,23.0,0,2,1,575
306,Graduation,Single,27038.0,64,1,26,25.0,17,23,15,1,3.0,0.0,3,9,0,0,0,0,0,0,1,48.0,90,7.0,0,1,1,746
307,Graduation,Single,77457.0,85,675,11,400.0,15,45,11,1,2.0,5.0,10,1,0,0,1,0,0,0,0,67.0,1142,18.0,0,1,1,133
308,Master,In Relationship,64100.0,93,509,0,27.0,0,0,10,1,8.0,3.0,6,7,0,1,0,0,0,0,0,50.0,546,18.0,1,3,1,331
309,Master,In Relationship,42670.0,12,154,2,46.0,20,4,15,1,4.0,2.0,4,4,0,0,0,0,0,0,0,22.0,221,11.0,0,2,0,577
310,Graduation,Single,12571.0,86,3,5,14.0,2,12,17,4,3.0,1.0,3,6,0,0,0,0,0,0,0,38.0,51,11.0,1,2,0,237
311,Graduation,In Relationship,22574.0,28,25,0,8.0,2,0,2,2,2.0,0.0,3,7,0,0,0,0,0,0,0,47.0,35,7.0,3,5,0,377
312,Graduation,In Relationship,52247.25135379061,69,861,138,461.0,60,30,61,1,6.0,5.0,12,3,0,1,0,1,0,0,0,25.0,1551,24.0,0,2,2,572
313,Master,Single,70893.0,42,768,44,561.0,77,44,14,1,6.0,6.0,10,3,0,0,0,0,0,0,0,38.0,1431,23.0,0,1,0,511
314,Graduation,In Relationship,54198.0,13,185,0,28.0,3,2,17,6,3.0,1.0,6,4,0,0,0,0,0,0,0,48.0,232,16.0,2,4,0,342
315,Master,In Relationship,28839.0,86,24,0,7.0,0,0,1,2,2.0,0.0,3,5,0,0,0,0,0,0,0,58.0,32,7.0,2,4,0,-52
316,Graduation,In Relationship,40321.0,59,44,4,21.0,6,0,27,2,3.0,0.0,3,7,0,0,0,0,0,0,0,42.0,96,8.0,2,4,0,437
317,Graduation,Single,66503.0,30,91,64,128.0,65,3,50,2,4.0,3.0,6,3,0,0,0,0,0,0,0,29.0,336,15.0,1,2,0,815
318,Graduation,In Relationship,30833.0,33,11,0,7.0,3,1,6,2,1.0,0.0,3,5,0,0,0,0,0,0,0,63.0,25,6.0,2,4,0,476
319,Graduation,Single,52247.25135379061,67,738,20,172.0,52,50,20,6,2.0,3.0,10,7,0,1,0,1,0,0,0,44.0,1000,21.0,3,4,2,404
320,Graduation,In Relationship,64795.0,23,412,5,119.0,38,29,77,3,3.0,3.0,12,2,0,0,0,0,0,0,0,43.0,642,21.0,1,3,0,666
321,Graduation,In Relationship,34421.0,81,3,3,7.0,6,2,9,1,1.0,0.0,2,7,0,0,0,0,0,0,0,40.0,24,4.0,1,3,0,618
322,PhD,Single,47025.0,6,16,0,3.0,0,0,1,1,1.0,0.0,2,7,0,0,0,0,0,0,0,49.0,20,4.0,2,3,0,90
323,PhD,Single,64325.0,41,731,60,353.0,78,12,73,5,10.0,3.0,5,7,0,0,0,0,0,0,0,53.0,1229,23.0,1,2,0,482
324,Graduation,Single,40464.0,78,424,17,118.0,7,23,41,6,8.0,2.0,8,8,0,0,0,0,0,0,0,61.0,623,24.0,1,2,0,323
325,Graduation,In Relationship,62187.0,49,792,0,275.0,45,45,126,1,4.0,8.0,5,3,0,0,0,0,0,0,0,57.0,1238,18.0,0,2,0,530
326,PhD,Single,14849.0,39,21,2,28.0,3,2,9,3,2.0,0.0,4,8,0,0,0,0,0,0,0,38.0,62,9.0,1,2,0,629
327,Graduation,In Relationship,27255.0,3,22,1,11.0,0,1,2,1,1.0,0.0,3,7,0,0,0,0,0,0,0,30.0,37,5.0,1,3,0,511
328,PhD,In Relationship,54432.0,37,33,0,5.0,0,0,0,1,1.0,0.0,3,4,0,0,0,0,0,0,0,64.0,38,5.0,3,5,0,421
329,PhD,Single,29999.0,22,68,7,59.0,10,5,11,4,3.0,1.0,4,8,0,0,0,0,0,0,0,28.0,150,12.0,1,2,0,640
330,Graduation,Single,24072.0,79,9,1,6.0,3,0,4,1,1.0,0.0,2,8,0,0,0,0,0,0,0,31.0,20,4.0,1,2,0,521
331,PhD,Single,33996.0,46,40,2,15.0,8,0,6,1,1.0,1.0,3,4,0,0,0,0,0,0,0,25.0,63,6.0,0,1,0,347
332,PhD,In Relationship,66334.0,82,909,11,218.0,0,0,23,2,9.0,3.0,5,5,0,0,0,0,0,0,1,58.0,1161,19.0,1,3,1,561
333,Master,In Relationship,35178.0,10,23,1,13.0,2,2,18,1,1.0,1.0,2,7,1,0,0,0,0,0,1,43.0,57,5.0,1,3,2,422
334,Graduation,In Relationship,22010.0,51,11,2,9.0,3,0,8,2,2.0,0.0,3,8,0,0,0,0,0,0,0,31.0,30,7.0,1,3,0,474
335,Graduation,Single,62204.0,38,317,46,247.0,151,46,139,1,4.0,5.0,12,3,0,0,0,0,0,0,0,54.0,795,22.0,2,3,0,690
336,Graduation,Single,75693.0,10,797,153,293.0,72,97,30,1,11.0,4.0,6,4,0,1,1,1,0,0,1,46.0,1370,22.0,0,1,4,898
337,Graduation,In Relationship,30675.0,14,10,2,16.0,11,2,21,1,1.0,0.0,3,8,0,0,0,0,0,0,0,42.0,51,5.0,1,3,0,712
338,Graduation,In Relationship,83003.0,18,856,61,570.0,40,25,122,1,7.0,6.0,8,3,0,0,1,0,0,0,1,49.0,1634,22.0,0,2,2,626
340,Graduation,Single,68655.0,95,456,19,832.0,75,118,38,1,4.0,5.0,11,3,0,0,0,0,0,0,0,26.0,1463,21.0,0,1,0,695
341,Graduation,Single,41411.0,11,37,32,38.0,11,3,18,1,2.0,1.0,4,6,0,0,0,0,0,0,0,28.0,128,8.0,0,1,0,502
342,PhD,In Relationship,55212.0,65,1103,0,45.0,0,0,34,3,4.0,2.0,11,8,0,1,0,0,1,0,0,45.0,1182,20.0,1,3,2,679
343,PhD,In Relationship,59292.0,71,378,14,68.0,19,14,14,2,3.0,5.0,8,3,0,0,0,0,0,0,0,64.0,488,18.0,1,3,0,471
344,Basic,In Relationship,27190.0,13,1,6,7.0,0,1,3,1,1.0,0.0,2,8,1,0,0,0,0,0,1,41.0,18,4.0,1,3,2,466
345,Graduation,Single,82623.0,58,204,34,204.0,172,153,173,1,2.0,9.0,4,1,0,0,0,0,0,0,0,62.0,768,16.0,0,1,0,364
346,Graduation,In Relationship,44300.0,65,30,0,9.0,0,0,3,2,1.0,0.0,3,6,0,0,0,0,0,0,0,49.0,42,6.0,2,4,0,467
347,Graduation,Single,84835.0,0,189,104,379.0,111,189,218,1,4.0,4.0,6,1,0,0,0,0,0,0,1,44.0,1079,15.0,0,1,1,174
348,Graduation,Single,30372.0,33,15,0,12.0,7,3,7,3,2.0,0.0,3,7,0,0,0,0,0,0,0,43.0,37,8.0,2,3,0,679
349,Master,In Relationship,33181.0,90,9,0,3.0,0,0,4,1,1.0,0.0,2,6,1,0,0,0,0,0,0,38.0,16,4.0,1,3,1,191
350,Graduation,In Relationship,71113.0,95,495,33,255.0,11,33,8,4,6.0,7.0,9,4,0,0,0,0,0,0,0,57.0,824,26.0,1,3,0,260
